TEMP,A6-BLN,A6-BLO,A6-BLQ,A6-BLB,A6-BLD,A6-BLA,A6-BLP,A6-BLE,A6-BLH,A6-BLL,A6-BLG,A6-BLI,A6-BLM,A6-BLJ,A6-BLC,A6-BLF
45,5.041666666666667,6.142857142857143,5.785714285714286,4.78125,6.678571428571429,6,5.75,5.025,5.55,5.5625,4.916666666666667,5.425,5.8,5.392857142857143,5.833333333333333,5
46,5.166666666666667,6.1875,5.90625,5,6.625,5.964285714285714,5.714285714285714,5.166666666666667,5.4375,6.333333333333333,5.1,5.071428571428571,5.8125,5.458333333333333,5.472222222222222,5.25,5.791666666666667
47,5.027777777777778,6.204545454545454,5.785714285714286,4.892857142857143,6.295454545454546,5.166666666666667,5.583333333333333,5.21875,6.2,5.75,5.055555555555555,5.361111111111111,5.833333333333333,5.25,5.7,5,5.4375
48,5.016666666666667,6.1,5.833333333333333,4.75,6.5,6.333333333333333,5.6875,5.28125,5.775,5.555555555555555,5.3125,5.05,5.875,5.392857142857143,6.181818181818182,5.035714285714286,6.25
49,5.041666666666667,6.3,5.714285714285714,4.9,6.75,5.666666666666667,5.678571428571429,5.361111111111111,5.5625,5.833333333333333,5.15625,6,5.625,5.4375,6.4,5.45,5.75
50,5.458333333333333,6.25,4.625,5.041666666666667,5.75,5.666666666666667,5.6875,5.25,5.666666666666667,5.5,5.321428571428571,5.642857142857143,5.8125,5.375,6.6875,5.071428571428571,5.75
51,5.316666666666666,6.09375,5.9423076923076925,5.041666666666667,6.125,6.138888888888889,5.607142857142857,5.083333333333333,5.75,5.725,5,5.4,5.666666666666667,5.5,7,4.95,5.625
52,5.25,6.071428571428571,5.666666666666667,4.875,5.972222222222222,5.916666666666667,5.5625,5.25,5.857142857142857,6,5.111111111111111,5.725,5.8,5.1,5.9375,5,5.916666666666667
53,5.3,6.208333333333333,5.333333333333333,4.875,6.075,6.159090909090909,5.75,5.365384615384615,5.75,5.6875,5.03125,5.5625,5.75,4.925,5.875,5.45,5.6
54,5.285714285714286,6.222222222222222,5.71875,5,6.0625,6.053571428571429,5.96875,5.3125,5.615384615384615,5.90625,5.35,5.375,5.818181818181818,5.1875,6.40625,4.892857142857143,5.625
